"",gene_symbol,GSM2691349,GSM2691350,GSM2691351,GSM2691352,GSM2691353,GSM2691354,GSM2691355,GSM2691356,GSM2691357,GSM2691358,GSM2691359,GSM2691360
ENSG00000258992,TSPY1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259004,LINC02285,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259023,LINC00524,4,1,0,1,1,0,0,0,0,0,0,0
ENSG00000259024,TVP23C-CDRT4,274.6482,134.6293,70.2884,127.86,158.0982,241.8716,281.8658,130.4642,0.136,24.1538,46.1811,92.7405
ENSG00000259030,FPGT-TNNI3K,45.8623,9.4728,13.7002,11.4386,146.6128,184.681,217.6611,165.4177,70.0492,46.517,73.4398,93.6984
ENSG00000259040,BLOC1S5-TXNDC5,469.3319,118.3313,190.2214,321.1856,73.3615,369.8668,158.3419,198.6923,148.6152,0,35.203,265.0899
ENSG00000259054,LINC02332,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000259062,ACTN1-AS1,1,2,4,0,6,0,3,3,4,2,3,7
ENSG00000259070,LINC00639,3,1,0,4,2,1,0,1,2,1,0,0
ENSG00000259073,FOXN3-AS2,0,2,0,0,0,0,0,0,1,0,0,0
ENSG00000259075,POC1B-GALNT4,0.1392,6.3553,0,21.7016,22.6904,41.746,30.9342,15.9347,17.0796,4.4481,0,0
ENSG00000259082,LINC02314,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259091,LINC00517,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259107,LINC00911,1,2,2,6,1,3,0,0,0,1,0,2
ENSG00000259110,LINC02304,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259112,NDUFC2-KCTD14,169.3349,158.7113,140.3932,194.3317,44.5541,169.2011,25.1282,185.0481,259.1653,46.9188,53.1167,44.5827
ENSG00000259116,LOC102723809,2,1,5,3,3,0,2,6,4,2,1,1
ENSG00000259118,LOC100506321,1,3,3,1,7,2,4,2,2,3,4,3
ENSG00000259120,SMIM6,5,11,11,2,9,0,3,2,12,7,5,4
ENSG00000259125,LRP1-AS,0,0,1,0,2,0,0,0,0,0,0,0
ENSG00000259129,LINC00648,9.0356,2.3511,8.0454,0,0,6.8366,3.7889,3.448,5.759,3.4582,3.581,4.4608
ENSG00000259134,LINC00924,1.0068,0,1.0157,0,3.0031,2,1.0005,0,1.0005,6.0902,2.0599,1.0294
ENSG00000259142,LINC00644,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000259150,LINC00929,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259156,CHEK2P2,0,1,0,0,0,0,0,1,1.0233,1.0082,0,1
ENSG00000259158,ADAM20P1,6,2,3,0,11,13,5.3608,14,27,27,10,9
ENSG00000259163,LOC101928909,0,0,0,0,1,1,1,2,1,1,3,4
ENSG00000259170,LOC104613533,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259175,LOC101929586,1.0725,0,2.1227,1.0399,1,1.02,2.0152,0,2.1514,1.0032,4.3583,2.0952
ENSG00000259200,LOC105370802,2,0,0,0,2,0,0,1,0,0,2,0
ENSG00000259207,ITGB3,0,72.6825,47,10.208,43.701,39.6055,2.0497,15,26,1,10,15
ENSG00000259219,LOC105371022,1.0003,0,1.0029,1,6,3.8468,3.4971,6.8212,7.9534,4.0607,4.0219,0
ENSG00000259224,SLC35G6,2,0,0,2,3,1,1,1,0,1,0,0
ENSG00000259225,LINC02345,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000259230,LINC02323,10,18,19,16,18,10,3,5,14,24,17,6
ENSG00000259234,ANKRD34C-AS1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000259240,MIR4713HG,0,0,0,0,0,0,0,0,1.0697,1.1083,0,0
ENSG00000259248,USP3-AS1,0,2,6,4.1454,10,4,7,12,13.6128,16.1012,7,7
ENSG00000259267,LOC105378349,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259281,LINGO1-AS2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259282,SPATA8-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259284,LINC02349,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259288,BUB1B-PAK6,0,0,0,0.0037,1.045,0,2.2832,0,0,0,0,0
ENSG00000259289,LINC02206,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259291,ZNF710-AS1,82.3834,50,34.4852,39,124.1323,117.8122,320.1022,163.5278,142.162,76.3949,92.0001,96.0001
ENSG00000259293,LIPC-AS1,1,2,1.0023,2,1.008,2.0431,3,0,0,0,3,1
ENSG00000259295,LOC440300,40.2756,26.2242,81.3568,37.0656,222.1449,98.8324,214.4973,155.3125,155.424,131.778,120.5652,134.5949
ENSG00000259305,ZHX1-C8orf76,13.5727,25.3391,17.0936,28.4641,35.5466,8.2386,19.9101,28.7125,15.2176,18.1045,11.8956,12.8302
ENSG00000259315,ACTG1P17,1.0042,2.0005,4.0022,2,3,5.0224,3.276,11.2821,13.0043,29.0502,4.0075,7.0029
ENSG00000259316,PCLAF,86.378,83.1317,16.3444,85.3938,7.7572,9.2881,1.2047,1.8544,8.219,1.8849,13.4497,0
ENSG00000259332,ST20-MTHFS,36.0347,23.1239,7.4283,53.0061,31.6322,4e-04,44.2018,5.2605,22.694,18.1695,54.4006,29.5931
ENSG00000259351,LOC101928988,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259361,LINC00927,1.1157,0,1,0,0,0,0,0,0,1.1855,0,0
ENSG00000259362,LOC101929457,1,0,1,1,2,0,3,0,1,1,0,0
ENSG00000259363,LOC400464,17.6451,6.6131,9.4218,15.5903,6.8453,6.8103,6.6869,11.2798,8.7201,12.322,5.0894,10.8429
ENSG00000259370,LOC105370854,61.1887,26.0754,37.3024,49.3775,32.2419,15.8182,23.0396,17.1142,24.3912,35.6937,36.0317,13.9159
ENSG00000259384,GH1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259399,TGIF2-C20orf24,73.6264,41.2376,0,61.1132,34.0034,32.6658,37.3649,24.3026,0,0,0,0
ENSG00000259408,LOC101929988,2,6,16.2249,7.7882,3,2,3,5,18,10.9674,6,5
ENSG00000259417,LINC01314,1,1,3,2.0097,7,2,8,15,21.5358,8,9,3
ENSG00000259420,LOC105370906,0,0,0,0,0,0,0,0,1,2,0,0
ENSG00000259422,LOC101929439,2,1,1,1,5,7,3,1,17,7,6,11
ENSG00000259426,LOC145694,11,34.7437,55,9.911,30.719,19,18,40,51.0002,12.1799,95,134.0002
ENSG00000259429,UBE2Q2P2,9.2752,3.6425,5.6007,0.66,14.0245,8.199,11.1843,10.8006,19.7565,5.5036,5.5364,11.7725
ENSG00000259431,THTPA,99.2881,73.0292,68.4691,86.0828,173.3714,111.9951,195.95,129.2951,138.4173,46.5603,99.6678,105.3664
ENSG00000259435,OR4N3P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259439,LINC01833,2,0,0,0,0,0,0,0,0,2,1,0
ENSG00000259446,LOC101928134,0,4,14,3,0,0,0,0,0,0,2,0
ENSG00000259456,ADNP-AS1,20,12,17,11,19,12,10,18.9999,38.9999,10,8,35
ENSG00000259458,MGC15885,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000259462,CPEB1-AS1,4.355,1.3931,4.4894,2.2242,8.7295,8.079,20.0809,18.4259,6.8291,11.5447,4.7581,7.7596
ENSG00000259471,LINC01169,0,0,0,0,0,1,0,0,0,1,0,0
ENSG00000259494,MRPL46,164.9112,313.0009,260.9994,212.1887,234.7191,174.9132,237.7229,265.6916,300.9999,334.2008,175.689,210.8527
ENSG00000259511,UBE2Q2L,1,1.2683,2.7192,3,10.8925,7.641,6.4219,6.1704,17.1201,15.483,6.7173,8.3858
ENSG00000259516,ANP32AP1,0,1.0258,0,1.0184,1.0199,0,0,1.0095,0,0,1.0161,0
ENSG00000259518,LINC01583,0,1,0,0,1,3,5,0.1649,4,2,2,2
ENSG00000259520,LOC101928414,1.075,3.823,0,1.2412,3.8364,6.322,7.6687,5.0441,12.4718,4.1888,1,4.2375
ENSG00000259521,INO80-AS1,0,1,1,0,0,3,0,0,0,0,1,0
ENSG00000259527,LINC00052,706.0002,105.0002,28.0001,146.0001,3,3,1,0,1,3,0,0
ENSG00000259530,LOC101928850,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259540,LOC102723335,2,1,2,0,1,0,1,0,3,1,0,3
ENSG00000259541,LOC649133,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000259553,MIR1302-10,1,0,0,0,0,0,1.2229,3.2249,1.1426,8.0404,0,2.1803
ENSG00000259571,BLID,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000259572,LINC01491,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259582,LOC101927310,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259583,LOC101927751,70.0685,79.4145,115.6284,69.2775,43.0567,24.0045,116.6122,99.111,71.4673,17.1202,89.2912,98.217
ENSG00000259620,LOC102724452,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000259636,LOC105370954,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259641,PCAT29,0,0,0,0,0,1.001,0,0,0,0,0,1
ENSG00000259658,LOC100128108,36.3549,15.3869,14.5782,16.4096,19.1546,16.1896,28.313,29.7202,11.2798,28.6779,30.9105,18.157
ENSG00000259663,LOC642366,0,0,1,1,1,0,0,0,1,0,0,2
ENSG00000259664,LINC02254,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000259666,LINGO1-AS1,0,0,0,0,0,1,1,1,0,0,1,0
ENSG00000259673,IQCH-AS1,159.9997,85.7474,99.5092,85.0001,113.9999,120.9887,62.9525,107.666,108.9996,104.5757,86.9687,102.0144
ENSG00000259703,LINC00593,0,0,5.0554,1.0022,1.0009,1,0,0,0,0,0,1
ENSG00000259705,LOC105370809,29,9,24.0001,13,46,48.0001,22,29.0001,31,10,37.0001,26.0001
ENSG00000259706,HSP90B2P,0,1.0002,1.0006,1.0002,3.0016,0,0,1.0004,5.0019,1.0002,0,2.001
ENSG00000259717,LINC00677,0,0,1,0,4,0,4,3,4,1,1,2
ENSG00000259721,LOC100131315,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259724,LINC01581,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259728,LINC00933,18,9,16,12,30,13,16,19,10.0911,13,14,18
ENSG00000259736,CRTC3-AS1,3,2,1.7701,3,6,3,3,4,3,1,2,5
ENSG00000259753,ITGB3,0,0.3818,0,5.1242,0.3373,7.1192,2.6255,0,0,0,0,0
ENSG00000259764,PCSK6-AS1,1.0289,0,0,0,1.0116,1.0132,1.3927,0,2,1,0,0
ENSG00000259772,LOC283710,0,0,0,0,0,0,0,0,0,5,0,0
ENSG00000259774,LOC103171574,4,2,5,4,29.7885,16,26.8326,12,17.6175,5,19.8973,13.1439
ENSG00000259779,LINC01922,2,2,7,3,4,2,4,4,3,0,8,5
ENSG00000259783,LINC02259,2.0924,0,6.1914,2.3257,4.6592,0,2,0,0,3.4252,0,1.8388
ENSG00000259803,SLC22A31,1,1,2,1,0,0,0,0,35,966.0027,0,1
ENSG00000259823,LYPD8,2.2148,0,0,0,2.2148,5,2,3,3,0,0,4.4297
ENSG00000259831,LINC00567,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259837,LINC01904,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259841,LINC01566,1,0,1,0,1,0,0,0,1,0,0,0
ENSG00000259847,LINC02126,0,0,0,0,0,0,0,1,0,0,1,1
ENSG00000259848,LOC442028,51,15,17,6,37,40,26,107.9998,86,107.9999,37,104.9998
ENSG00000259849,VENTXP1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259881,LOC101927793,0,0,1,0,0,0,0,0,0,2,0,0
ENSG00000259887,LOC105369971,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259895,LOC729652,5.027,5.0033,5.1361,2,10.0446,2.0072,8.0028,7.0195,8.0229,12.6371,13.0111,4.0016
ENSG00000259905,PWRN1,3,8,2,1,4,2,1,3,3,11,6,3
ENSG00000259916,LOC100509620,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000259933,LOC105371049,8,29.9999,15,12,3,2,4,4,7,3,6,10
ENSG00000259944,CDRT7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259954,IL21R-AS1,0,3.0042,0,2,1.008,3.0023,1.001,3.0022,2.0337,1.1956,1,0
ENSG00000259956,RBM15B,2308.4527,1628.5074,1684.4884,1668.6115,1593.9358,1370.7391,2097.3917,2117.0131,1650.3675,855.0544,1388.1477,1372.1251
ENSG00000259974,LINC00261,2.0185,1.0001,1.0153,1.0327,1.0131,1.0004,2.0289,1.0003,31.0721,575.3188,0,0
ENSG00000259976,MIR568,136.1324,32.1373,107.4346,56.584,291.0457,181.6245,228.619,237.3219,186.4983,80.0821,132.4274,108.099
ENSG00000260001,TGFBR3L,32.4939,19,27.9999,22,45.8738,58.0001,103.8165,75,69,61,43.8697,32
ENSG00000260009,LINC02130,1,0,0,1,0,0,0,0,1,6,0,0
ENSG00000260026,LINC02189,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260027,HOXB7,17,26.0001,23.1803,29,4,9,13,23.0001,10,4,10,17
ENSG00000260032,NORAD,8841.8895,5096.5818,7404.089,4917.3948,7866.0548,8872.5674,6396.597,8330.9159,5016.6276,1970.4118,5723.1316,6341.5036
ENSG00000260034,LCMT1-AS2,8.7443,4,7,4.1222,5.0495,2,3,3,4,6.6757,2,2.0019
ENSG00000260057,LINC01571,0,0,3,1,2,0,1,2,2,1,1,1
ENSG00000260063,LOC101928728,14,10,7,14,13,10,16,9,14,8,15,13
ENSG00000260078,LOC643802,6.0169,7.0017,9.0299,8.0208,8.079,7.0782,7.3636,5.0065,4.0083,4.0071,3.0068,2.0243
ENSG00000260081,LOC105373383,8,3,6,4,12,10,14,21,20,22.9999,10,15
ENSG00000260083,MIR762HG,30.0001,15,15,18,33,13.828,30,34,32.8397,37,20.0001,25
ENSG00000260088,LOC101929224,16.3164,0,2.2889,2.0516,5.3688,7,10.0739,9.0034,3.3505,2.0024,2.135,0
ENSG00000260094,LINC00564,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000260097,SPDYE6,5.8085,17.4012,5.5843,10.3925,14.2811,0,5.8397,5.6225,10.5889,6.8056,4.2434,9.1246
ENSG00000260101,LOC101927402,10,3,4,6,5,1,1,3,8,9,11,2
ENSG00000260103,LOC101929333,10.3309,17.8382,29.2003,13.9566,34.1516,21.3805,45.1036,16.2338,51.2458,49.3735,35.8646,23.5478
ENSG00000260105,AOC4P,1.2797,0,0,0,0,1.1268,0,0,1.2046,15.7654,1.1585,0
ENSG00000260125,AGBL1-AS1,2,0,1,0,0,0,0,0,0,2,0,0
ENSG00000260128,ULK4P2,3.7643,2.2449,0.5,3,2.5,1.848,1.5,0.485,1.8146,2,0.5,0
ENSG00000260192,LINC02240,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260219,LOC101928707,52,16,23.9999,20,78.9998,49.9999,42.9999,26,54.9999,43.9999,31,44.9999
ENSG00000260220,CCDC187,0,1,3,0,1,0,0,0,0,2,0,0
ENSG00000260228,LOC102724163,2,1,0,0,0.495,0,2,6.7096,0,2.7075,3.1007,2.7208
ENSG00000260230,FRRS1L,5,2.0048,8.0071,3,5.6187,3.3505,2,3.0642,7.1069,14.0911,5.3196,5.6424
ENSG00000260231,JHDM1D-AS1,53.5756,20,27.1104,31.0001,90.3399,45,82.1187,72.62,101.2967,183.0233,65.6676,56.0001
ENSG00000260238,PMF1-BGLAP,59.4642,48.7239,43.3406,22.1885,30.8027,58.1571,44.6714,50.5453,51.1378,85.492,44.0668,49.3787
ENSG00000260249,LOC101927272,3,1,0,0,4,1,5,1,7,10,2,2
ENSG00000260259,LINC02166,0,2,4,2,7,6,8,7.5871,10,12,3,11
ENSG00000260260,SNHG19,80.9997,105.9998,92.9996,123.9998,39.9998,24,120.9996,127.9998,106.9998,211.9996,76.9997,105.9999
ENSG00000260266,LOC729739,24.2006,19.0038,15.4352,22.048,29.8764,16.0236,20.0287,23.1036,15.1852,29.0797,15.0471,28
ENSG00000260268,LINC00919,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000260280,SLX1B-SULT1A4,14.7417,42.2355,69.1373,50.3815,45.8976,25.5531,139.8207,80.2717,112.2861,225.635,69.3877,71.1077
ENSG00000260286,C6orf229,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260287,TBC1D3G,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260305,NTRK3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260314,MRC1,2,2,3,9,2,0,0,1,0,0,0,0
ENSG00000260325,HSPB9,8,1,3.0424,3,12.0334,13.0145,8,6,5,7,7,4
ENSG00000260338,LINC01570,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000260339,HEXA-AS1,8.1373,1.0815,6.1308,4,11.3841,3,6,7,9.2251,11,1,7.0061
ENSG00000260343,LINC01043,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260386,LINC01225,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000260388,LINC00562,1,5.177,2.0127,3.004,6.5323,2,5.0462,5.0046,3.0264,3.0474,2.3056,5.0034
ENSG00000260389,WBP11P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260394,LOC105371184,1,0,2,3,5,2,3,5,0,12,2,2
ENSG00000260420,LINC02182,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000260423,LINC02367,0,3,0,4,1,2,1,5,5,33,0,4
ENSG00000260428,SCX,2,7,13,9,30.9999,15,28,25,61,97.9998,33,27
ENSG00000260433,LINC01917,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000260439,LMF1-AS1,0,0,3,0,4,0,0,0,0,0,0,1
ENSG00000260442,ATP2A1-AS1,4,19.9999,8,16,9,3,5,10,13,14,4,4
ENSG00000260455,NBAT1,0,0,1,0,1,1,1,4,0,0,0,1
ENSG00000260456,C16orf95,28.6749,29.9999,36.6968,15.565,24.5372,30,23.7802,44.8224,31.1239,34.0431,33.9,25.2461
ENSG00000260458,KCNJ18,0,0,0,1.1668,0,0,0,0,0,1,0,2
ENSG00000260477,LINC01584,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260492,CISTR,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260493,LOC102723322,0,0,0,0,3.2724,2.0027,0,1.0025,1.0185,0,1,0
ENSG00000260520,LOC105371335,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260521,LOC440311,0,1.4403,0,0,1.0022,0,0,0,0,0,0,0
ENSG00000260537,DDX19A,202.3713,134.4815,132.9113,192.6035,131.3208,113.8448,97.537,45.9416,0,0,96.1106,0
ENSG00000260549,MT1L,4,78.9997,90.9999,29.0744,8,13,1,11,8,5,7,10
ENSG00000260552,LOC101927809,0,3.2713,2,0,0,0,0,0,2.3997,2.2493,0,0
ENSG00000260564,LOC105376100,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000260581,LOC105378231,0,1,0,0,3,0,1,0,1,0,1,2
ENSG00000260583,LINC00515,0,2,3,1,5,4,3,5,10,3,2,9
ENSG00000260589,STAM-AS1,0,9,9,3,5,5,3.0914,10.0299,5,9.6174,6.104,11
ENSG00000260596,DUX4,0,1.0085,0,0,0,2,1,0,0.3569,0.358,0,0
ENSG00000260599,LOC101929124,0,0,0,0,1,0,1,3,0,0,0,1
ENSG00000260629,BGLT3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260630,SNAI3-AS1,34,33,43,20,24.1288,38,51,30,42,57.2689,45,36
ENSG00000260653,LOC100653233,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260660,LOC105376731,1,0,0,1,1,3,5,2,5,0,2,3
ENSG00000260676,LINC01541,1.0681,1,0,2.1292,2.0318,0,5.1434,1,3.0262,1,1,3.1396
ENSG00000260691,ANKRD20A1,2.6255,0,0.0114,0.5,3,1.9228,3.7496,0,1.7954,1,1.8536,4.9367
ENSG00000260704,LINC00543,0,0,1,1,1,1,0,3,1,1,1,5
ENSG00000260720,LINC01243,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260735,LOC100505915,34.6934,52.7777,108.294,73.4761,131.8654,73.2456,215.4839,245.0002,134.9837,118.295,132.8885,196.6155
ENSG00000260737,LINC01227,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260738,LINC00554,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260750,LOC101928737,2,1,1,0,3,2,2,0,2,5,3,2
ENSG00000260760,PWRN3,1,2,0,0,2,0,0,0,1,0,1,0
ENSG00000260778,MIR940,11,7.0027,15.9999,8,3,3,9,15.0149,9.0287,22,11.0086,12
ENSG00000260779,LOC101927410,0,0,0,0,3,0,0,1,0,1,0,1
ENSG00000260785,CASC17,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000260792,LINC02280,2.2439,3.3105,1.3376,1.5514,4.8918,3.5128,4.3737,7.2297,4.9946,7.3539,4.017,4.3955
ENSG00000260802,LINC00890,1,0,0,0,4,1,5,5,1,0,0,0
ENSG00000260804,LINC01963,79.9999,200.9999,265,191.9999,80.1832,57.0001,84.9999,148.0002,153.9999,79.9999,146.9999,126.9999
ENSG00000260807,LMF1,11.0751,0,4.5715,1.0089,9.1457,3.0205,20.857,7.1894,6.8483,11.682,5.1657,14.1174
ENSG00000260832,LOC101928417,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260852,FBXL19-AS1,31.0075,80.0481,123.24,83.0001,48.3256,49.7735,42.5139,44.0082,37.9457,48.5432,58.9833,49.2727
ENSG00000260854,LINC02184,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260862,LOC101928446,1,1.0003,0,0,2,1.3084,2.0014,1.0012,0,4.0173,2.0012,3.0026
ENSG00000260868,LINC01960,186.0003,85.0002,179.0002,107.0001,152.0002,69.0002,117.0001,69.0002,120.0001,21,164.0002,161.0002
ENSG00000260873,SNTB2,0,0,0,0,3.3783,0,0,0,0,0,0,0
ENSG00000260874,LOC105371050,4,0,1,0,4,3.3262,3,1,2,2,2,1
ENSG00000260876,LINC01229,1,0,0,0,0,1,2,2,0,0,0,0
ENSG00000260880,HCCAT5,0,0,0,0,2,0,1,0,0,1,0,0
ENSG00000260886,TAT-AS1,0,0,0,0,1,0,0,0,0,4,0,0
ENSG00000260887,CASC22,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000260896,LINC02170,1,6,0,2,4,3,2,1,3,4,3,3
ENSG00000260898,ADPGK-AS1,1,2,3,1,2,1,2,1,1,0,0,3
ENSG00000260902,LINC02011,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260903,XKR7,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000260910,LINC00565,1,5,12,3,1,3,1,0,1,0,0,0
ENSG00000260913,LINC01254,3.0011,3.0137,5,0,3.5026,1.0007,7.0142,4,4,3.6029,4.0194,2.0571
ENSG00000260914,VPS4A,367.9884,650.8955,465.1442,568.9026,378.5487,346.4926,405.9424,300.4385,243.5737,48.4014,446.0899,367.5242
ENSG00000260916,CCPG1,1049.643,1018.1843,1316.171,1140.0077,1794.5518,1187.6228,517.4721,1166.9869,1820.7193,492.5206,964.3785,1234.2897
ENSG00000260917,LOC103344931,69.9902,76,130,71,60.0317,92,89.145,133.0987,92.9999,62.2482,104.194,110.2337
ENSG00000260930,LINC01416,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260937,LOC105370829,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260941,LINC00622,5,7,23,7,7,3,6,6,14,3,5,10
ENSG00000260942,CAPN10-AS1,21,24,18,13,35,28,63.0968,35.0377,32.0366,65,24.0995,25
ENSG00000260944,FOXC2-AS1,2,1,4.1982,2.5891,0,5,1,4.35,7.0758,1,10.5511,3.7804
ENSG00000260962,LINC00557,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260976,LINC01633,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260989,LOC105371046,3,0,5,2,3,4,4,1,2,0,3,2
ENSG00000260995,LOC101927450,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261008,LINC01572,5.002,20.6712,6.3463,11,15.4643,27.8373,13.8995,11.6514,14.672,28.0863,8.3503,16.9686
ENSG00000261024,GS1-279B7.1,0,0,0,0,2,0,0,0,0,1.087,1,2
ENSG00000261039,LOC101929504,0,0,1,0,3,1,1,0,3,0,2,1
ENSG00000261040,WFDC21P,42.9999,119.9997,198.9996,79.9999,254.9995,195.9999,277.9994,215.9992,377.9994,157.9997,327.8435,305.9993
ENSG00000261043,MIR4313,1,0,0,0,0,0,5,1,2,1,4,4
ENSG00000261045,LINC02129,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261052,SULT1A3,86.8296,149.9638,84.3952,103.4246,165.3512,107.8499,355.356,261.3738,315.4513,1980.0997,214.8662,165.6566
ENSG00000261070,LOC338694,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261075,LINC01195,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261079,LOC440386,11,6.5271,4,2,6.1687,2,9,16,9.9258,4,11,8
ENSG00000261083,LOC101927087,0,0,2,2,1,0,3,6,2,7,3,4
ENSG00000261095,LOC101928708,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000261097,LINC00563,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261105,LMO7-AS1,5,10,6,10,3,3,1,10,1,6,2,11
ENSG00000261115,TMEM178B,1.0007,1.0094,0,0,1.0012,3.0251,0,1.0007,2.0039,1.023,0,4.0136
ENSG00000261121,LOC107986266,0,1,1.0308,2,3.4437,3,6,4.9893,6.0336,4,2,2
ENSG00000261122,LINC02167,0,0,1,0,2,3,1,0,0,3,0,0
ENSG00000261126,RBFADN,28.219,18.0033,27.0278,19.0047,42.5734,13.5618,41.2809,41.2081,23.5101,48.099,37.6596,45.9306
ENSG00000261136,LOC105370941,3,5,3,2,7,9,15,9,7,6,10,12
ENSG00000261150,EPPK1,154.9998,1199.999,1712.0427,1259.0397,216.0003,70.0025,14,38.0022,240.0099,263.9997,351.0138,298.0139
ENSG00000261154,LINC02131,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261156,LINC01989,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261175,LINC02188,0,2,0,0,3.2942,0,4.0615,4.0142,4.018,13.3599,0,3.6404
ENSG00000261183,SPINT1-AS1,121.9997,101.9998,116,104,57.9999,40.8241,54.9999,62.9999,136.0001,53,85.9998,76.9998
ENSG00000261184,LOC101928618,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261186,LINC01238,2,0,0,2,3,1,1,0,3,5,2,2
ENSG00000261192,RNF126P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261194,LINC01898,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261210,CLEC19A,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261221,ZNF865,164.9998,153.0002,201.9998,172,359.0002,323.9999,602.9977,492.9987,453,401.9998,300,286.9999
ENSG00000261222,LOC101928343,2,0,1.0233,0,1,0,1,0,1,0,0,0
ENSG00000261231,LINC02133,2.0162,0,1.0069,1.0094,8,4,0,1.0077,5.0254,1,2.0198,1
ENSG00000261236,BOP1,107,845.0005,711.0005,712.0006,224.9998,223,293.9999,295.0001,511.9998,565.0015,376.0002,381.9991
ENSG00000261241,LINC02128,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261249,LINC01751,0,0,0,0,0,0,0,0,0,0,0,0
